3050.8086101576573, 9275.825848663842 
3050.788595523512, 9279.259913476726 
3050.470814549721, 9800.96385226558 
3050.573078998346, 9397.77804723105 
3050.6237328452667, 9321.337464669807 
3047.628476694421, 9933.232517277207 
3048.094891381125, 9921.87635082408 
3046.3149379254173, 9964.765680226781 
3043.5636002045007, 9984.83395940507 
3042.145614346878, 10009.38389061676 
3041.8672365774846, 10010.303686004847 
3041.572185081902, 10010.843559560888 
3046.7632742064525, 9943.383612602685 
3040.0587752020115, 10949.372555908898 
3041.4963255264706, 10019.689662256344 
3041.3919436780693, 10037.118661521996 
3041.2947342502816, 10059.081965691516 
3041.173969186156, 10067.52962199463 
3071.6922725291215, 8284.14583080632 
3071.441336380423, 8285.036401276919 
3054.0557157551357, 9091.376592571147 
3054.43806009344, 9088.38627806525 
3054.9683977971804, 9082.474875819875 
3055.3145650640054, 9032.926904340475 
3058.326360773209, 8954.058502154223 
3063.727921083171, 8924.40056467976 
3063.2044941068257, 8933.707356475055 
3053.2789444565633, 9102.044198838257 
3052.786866993197, 9106.962966248191 
3051.3540532345905, 9118.988770465521 
3051.153030229428, 9132.419943064186 
3050.9966474067287, 9202.749394189026 
3051.0048374604203, 9193.054532977105 
3052.2920764591377, 9116.11149896093 
3071.3361880826296, 8288.030057523449 
3070.1496318585682, 8298.636224028429 
3070.5810756460323, 8294.735999564007 
3070.4973817692653, 8295.19672347668 
3070.0714223231007, 8299.632450119903 
3071.179399187162, 8290.352904338155 
3069.6876351108986, 8301.168967207315 
3069.1153598791375, 8308.35780561866 
3069.066003328837, 8312.134221289743 
3068.990831305852, 8315.02340761048 
3068.8569864546557, 8325.914225692064 
3068.792430426046, 8355.223067174955 
3069.330071047416, 8307.86778173613 
3068.6976785871348, 8369.52244647351 
3067.5763059385267, 8473.01783098003 
3067.9528970252027, 8472.928721403508 
3068.5550572677394, 8399.384894369041 
3067.422435230214, 8481.179641372935 
3068.3643605863376, 8468.775655703155 
3064.2299571016233, 8708.533749676 
3063.9382616145563, 8708.939655959004 
3080.192021615647, 7835.800163028949 
3078.1689874640992, 7953.428191761278 
3078.614359249373, 7884.9152665272695 
3079.6924241307597, 7864.6963637249455 
3079.733963132491, 7844.368158803937 
3078.981082206991, 7883.806807170955 
3077.042414403029, 7985.394210862713 
3076.782476556563, 7990.179004454854 
3076.3898276844757, 7996.926388409045 
3074.605964487708, 7998.42367528908 
3077.1465530485593, 7971.2525258500755 
3077.622239578324, 7966.018862049132 
3073.848641444585, 8031.050761949474 
3073.9780864348863, 8027.472617210203 
3071.8792162872096, 8103.997248336962 
3072.2630835874184, 8103.851177604049 
3071.7806522492156, 8280.455209222295 
3073.6660680993236, 8049.073166446804 
3074.064039171628, 8025.938602669467 
3304.255112293419, 6074.28842122066 
3304.0065400833105, 6099.603755174167 
3303.7535611776802, 6105.444938588914 
3096.216339196408, 7544.158718393184 
3095.906114576029, 7552.909433792508 
3094.8427277176343, 7555.078745450942 
3096.177940588245, 7551.8513604037325 
3303.8913630350344, 6101.153096811885 
3093.5763487487015, 7622.249278473208 
3093.6926799886846, 7600.884835161488 
3093.7060662511235, 7600.63112355855 
3094.0834913474982, 7597.217249756754 
3093.290867737947, 7777.496766917593 
3092.886727364767, 7778.3302135576005 
3091.969164682887, 7780.929645547736 
3091.542466819968, 7781.625799595129 
3094.7822185730793, 7557.011580269206 
3089.545697929646, 7783.6922938331 
3088.803228086804, 7785.708656027075 
3089.18272587512, 7783.916320976658 
3088.5754984519026, 7795.312400844569 
3088.4687879359794, 7812.284459697567 
3088.3531333623173, 7812.463712091922 
3088.6532297432195, 7789.419830549319 
3091.274420850364, 7782.075527260612 
3091.1115799181107, 7782.643832965688 
3310.514842160085, 5712.787385083072 
3310.986588459299, 5699.283516983143 
3310.460037657523, 5714.743738263826 
3310.8957331016422, 5703.1279542746715 
3309.860263367471, 5721.947295145631 
3310.3297152568553, 5717.665148613903 
3310.2547039897795, 5719.084441511205 
3311.1206210611404, 5698.839866049938 
3310.6929107887377, 5708.172691332088 
3308.285778914977, 5764.782588746919 
3309.544378025558, 5743.1096428764395 
3307.94781343952, 5787.556773618435 
3309.730811382895, 5734.278086778187 
3308.1625649914226, 5782.8083269820745 
3309.3942835780963, 5750.064585968614 
3308.4938250698697, 5759.8292693103185 
3307.738647684051, 5799.840568879059 
3309.400323663066, 5749.973216532522 
3308.7990306103793, 5758.827452298846 
3306.8079477976926, 5947.505429009772 
3305.4142546585513, 6021.846288409698 
3304.904638491082, 6030.007459805397 
3307.1262920064974, 5946.919878680776 
3304.5119291867377, 6048.798408454313 
3306.000110981506, 5993.252795869229 
3307.223997925761, 5940.277370706097 
3305.5623678427496, 6011.753421495498 
3306.6131076858146, 5972.094350041417 
3307.6508504924204, 5935.580893190518 
3331.0845361175466, 5516.383517642722 
3330.3327610132033, 5521.17199808396 
3330.4917023397147, 5520.4771313743395 
3330.2831891358765, 5524.184166771855 
3330.896261659208, 5516.922996180466 
3330.548183460966, 5520.187977945403 
3327.605785336879, 5536.8182426071 
3329.271140554663, 5528.708804329584 
3328.1110787668767, 5531.335184576995 
3327.2707880844155, 5538.575192881385 
3327.9538522403623, 5534.08534988236 
3329.6677562592076, 5526.208528541998 
3329.42632360409, 5526.320980537799 
3328.702396771568, 5530.009146534953 
3326.233885431355, 5541.608513676779 
3325.551332577123, 5546.323670628568 
3325.7111958483597, 5546.225826193832 
3325.953217059599, 5543.363301218556 
3326.3636986879687, 5540.002897558914 
3326.198365359783, 5542.33322819608 
3325.2505255113597, 5549.634799805298 
